_links,_permissions,assets,geometry,id,properties,type
"{'_self': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230803_230335_12_24b3', 'assets': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230803_230335_12_24b3/assets/', 'thumbnail': 'https://tiles.planet.com/data/v1/item-types/PSScene/items/20230803_230335_12_24b3/thumb'}","['assets.basic_analytic_4b:download', 'assets.basic_analytic_4b_rpc:download', 'assets.basic_analytic_4b_xml:download', 'assets.basic_analytic_8b:download', 'assets.basic_analytic_8b_xml:download', 'assets.basic_udm2:download', 'assets.ortho_analytic_4b:download', 'assets.ortho_analytic_4b_sr:download', 'assets.ortho_analytic_4b_xml:download', 'assets.ortho_analytic_8b:download', 'assets.ortho_analytic_8b_sr:download', 'assets.ortho_analytic_8b_xml:download', 'assets.ortho_udm2:download', 'assets.ortho_visual:download']","['basic_analytic_4b', 'basic_analytic_4b_rpc', 'basic_analytic_4b_xml', 'basic_analytic_8b', 'basic_analytic_8b_xml', 'basic_udm2', 'ortho_analytic_4b', 'ortho_analytic_4b_sr', 'ortho_analytic_4b_xml', 'ortho_analytic_8b', 'ortho_analytic_8b_sr', 'ortho_analytic_8b_xml', 'ortho_udm2', 'ortho_visual']","{'coordinates': [[[152.3370490184727, -31.633826997180595], [152.29137904396654, -31.81716327373042], [152.65106589992723, -31.8821809832285], [152.6961244750937, -31.69860461499056], [152.3370490184727, -31.633826997180595]]], 'type': 'Polygon'}",20230803_230335_12_24b3,"{'acquired': '2023-08-03T23:03:35.121954Z', 'anomalous_pixels': 0, 'clear_confidence_percent': 96, 'clear_percent': 100, 'cloud_cover': 0, 'cloud_percent': 0, 'ground_control': True, 'gsd': 3.9, 'heavy_haze_percent': 0, 'instrument': 'PSB.SD', 'item_type': 'PSScene', 'light_haze_percent': 0, 'pixel_resolution': 3, 'provider': 'planetscope', 'published': '2023-08-06T02:29:42Z', 'publishing_stage': 'finalized', 'quality_category': 'standard', 'satellite_azimuth': 357, 'satellite_id': '24b3', 'shadow_percent': 0, 'snow_ice_percent': 0, 'strip_id': '6694020', 'sun_azimuth': 46.5, 'sun_elevation': 25.8, 'updated': '2023-08-06T09:59:18Z', 'view_angle': 0.1, 'visible_confidence_percent': 96, 'visible_percent': 100}",Feature
"{'_self': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230804_230223_36_24af', 'assets': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230804_230223_36_24af/assets/', 'thumbnail': 'https://tiles.planet.com/data/v1/item-types/PSScene/items/20230804_230223_36_24af/thumb'}","['assets.basic_analytic_4b:download', 'assets.basic_analytic_4b_rpc:download', 'assets.basic_analytic_4b_xml:download', 'assets.basic_analytic_8b:download', 'assets.basic_analytic_8b_xml:download', 'assets.basic_udm2:download', 'assets.ortho_analytic_4b:download', 'assets.ortho_analytic_4b_sr:download', 'assets.ortho_analytic_4b_xml:download', 'assets.ortho_analytic_8b:download', 'assets.ortho_analytic_8b_sr:download', 'assets.ortho_analytic_8b_xml:download', 'assets.ortho_udm2:download', 'assets.ortho_visual:download']","['basic_analytic_4b', 'basic_analytic_4b_rpc', 'basic_analytic_4b_xml', 'basic_analytic_8b', 'basic_analytic_8b_xml', 'basic_udm2', 'ortho_analytic_4b', 'ortho_analytic_4b_sr', 'ortho_analytic_4b_xml', 'ortho_analytic_8b', 'ortho_analytic_8b_sr', 'ortho_analytic_8b_xml', 'ortho_udm2', 'ortho_visual']","{'coordinates': [[[152.45199746743623, -31.64186655326008], [152.40431746980238, -31.82479909621584], [152.763445793037, -31.89172739975612], [152.810229895455, -31.70903637184831], [152.45199746743623, -31.64186655326008]]], 'type': 'Polygon'}",20230804_230223_36_24af,"{'acquired': '2023-08-04T23:02:23.362509Z', 'anomalous_pixels': 0, 'clear_confidence_percent': 90, 'clear_percent': 100, 'cloud_cover': 0, 'cloud_percent': 0, 'ground_control': True, 'gsd': 3.9, 'heavy_haze_percent': 0, 'instrument': 'PSB.SD', 'item_type': 'PSScene', 'light_haze_percent': 0, 'pixel_resolution': 3, 'provider': 'planetscope', 'published': '2023-08-05T12:27:43Z', 'publishing_stage': 'finalized', 'quality_category': 'standard', 'satellite_azimuth': 95.9, 'satellite_id': '24af', 'shadow_percent': 0, 'snow_ice_percent': 0, 'strip_id': '6694056', 'sun_azimuth': 46.5, 'sun_elevation': 26.1, 'updated': '2023-08-05T18:59:22Z', 'view_angle': 3.2, 'visible_confidence_percent': 73, 'visible_percent': 100}",Feature
"{'_self': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230803_234010_42_2475', 'assets': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230803_234010_42_2475/assets/', 'thumbnail': 'https://tiles.planet.com/data/v1/item-types/PSScene/items/20230803_234010_42_2475/thumb'}","['assets.basic_analytic_4b:download', 'assets.basic_analytic_4b_rpc:download', 'assets.basic_analytic_4b_xml:download', 'assets.basic_analytic_8b:download', 'assets.basic_analytic_8b_xml:download', 'assets.basic_udm2:download', 'assets.ortho_analytic_4b:download', 'assets.ortho_analytic_4b_sr:download', 'assets.ortho_analytic_4b_xml:download', 'assets.ortho_analytic_8b:download', 'assets.ortho_analytic_8b_sr:download', 'assets.ortho_analytic_8b_xml:download', 'assets.ortho_udm2:download', 'assets.ortho_visual:download']","['basic_analytic_4b', 'basic_analytic_4b_rpc', 'basic_analytic_4b_xml', 'basic_analytic_8b', 'basic_analytic_8b_xml', 'basic_udm2', 'ortho_analytic_4b', 'ortho_analytic_4b_sr', 'ortho_analytic_4b_xml', 'ortho_analytic_8b', 'ortho_analytic_8b_sr', 'ortho_analytic_8b_xml', 'ortho_udm2', 'ortho_visual']","{'coordinates': [[[152.47328613710573, -31.649172587794823], [152.43025720876554, -31.825423338120345], [152.77666006700562, -31.88754041506978], [152.81985281954516, -31.71056168802095], [152.47328613710573, -31.649172587794823]]], 'type': 'Polygon'}",20230803_234010_42_2475,"{'acquired': '2023-08-03T23:40:10.422924Z', 'anomalous_pixels': 0, 'clear_confidence_percent': 95, 'clear_percent': 100, 'cloud_cover': 0, 'cloud_percent': 0, 'ground_control': True, 'gsd': 3.8, 'heavy_haze_percent': 0, 'instrument': 'PSB.SD', 'item_type': 'PSScene', 'light_haze_percent': 0, 'pixel_resolution': 3, 'provider': 'planetscope', 'published': '2023-08-04T08:33:19Z', 'publishing_stage': 'finalized', 'quality_category': 'standard', 'satellite_azimuth': 282.9, 'satellite_id': '2475', 'shadow_percent': 0, 'snow_ice_percent': 0, 'strip_id': '6691433', 'sun_azimuth': 38.6, 'sun_elevation': 31.1, 'updated': '2023-08-04T14:29:51Z', 'view_angle': 2.3, 'visible_confidence_percent': 95, 'visible_percent': 100}",Feature
"{'_self': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230803_234012_59_2475', 'assets': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230803_234012_59_2475/assets/', 'thumbnail': 'https://tiles.planet.com/data/v1/item-types/PSScene/items/20230803_234012_59_2475/thumb'}","['assets.basic_analytic_4b:download', 'assets.basic_analytic_4b_rpc:download', 'assets.basic_analytic_4b_xml:download', 'assets.basic_analytic_8b:download', 'assets.basic_analytic_8b_xml:download', 'assets.basic_udm2:download', 'assets.ortho_analytic_4b:download', 'assets.ortho_analytic_4b_sr:download', 'assets.ortho_analytic_4b_xml:download', 'assets.ortho_analytic_8b:download', 'assets.ortho_analytic_8b_sr:download', 'assets.ortho_analytic_8b_xml:download', 'assets.ortho_udm2:download', 'assets.ortho_visual:download']","['basic_analytic_4b', 'basic_analytic_4b_rpc', 'basic_analytic_4b_xml', 'basic_analytic_8b', 'basic_analytic_8b_xml', 'basic_udm2', 'ortho_analytic_4b', 'ortho_analytic_4b_sr', 'ortho_analytic_4b_xml', 'ortho_analytic_8b', 'ortho_analytic_8b_sr', 'ortho_analytic_8b_xml', 'ortho_udm2', 'ortho_visual']","{'coordinates': [[[152.44021112658754, -31.785421168599267], [152.39682514133366, -31.96178470802073], [152.74396786994254, -32.02395221275259], [152.78704242430416, -31.846952554409263], [152.44021112658754, -31.785421168599267]]], 'type': 'Polygon'}",20230803_234012_59_2475,"{'acquired': '2023-08-03T23:40:12.592252Z', 'anomalous_pixels': 0, 'clear_confidence_percent': 96, 'clear_percent': 100, 'cloud_cover': 0, 'cloud_percent': 0, 'ground_control': True, 'gsd': 3.8, 'heavy_haze_percent': 0, 'instrument': 'PSB.SD', 'item_type': 'PSScene', 'light_haze_percent': 0, 'pixel_resolution': 3, 'provider': 'planetscope', 'published': '2023-08-04T08:33:09Z', 'publishing_stage': 'finalized', 'quality_category': 'standard', 'satellite_azimuth': 282.5, 'satellite_id': '2475', 'shadow_percent': 0, 'snow_ice_percent': 0, 'strip_id': '6691433', 'sun_azimuth': 38.6, 'sun_elevation': 31, 'updated': '2023-08-04T14:29:51Z', 'view_angle': 2.4, 'visible_confidence_percent': 96, 'visible_percent': 100}",Feature
"{'_self': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230730_225641_80_2455', 'assets': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230730_225641_80_2455/assets/', 'thumbnail': 'https://tiles.planet.com/data/v1/item-types/PSScene/items/20230730_225641_80_2455/thumb'}","['assets.basic_analytic_4b:download', 'assets.basic_analytic_4b_rpc:download', 'assets.basic_analytic_4b_xml:download', 'assets.basic_analytic_8b:download', 'assets.basic_analytic_8b_xml:download', 'assets.basic_udm2:download', 'assets.ortho_analytic_4b:download', 'assets.ortho_analytic_4b_sr:download', 'assets.ortho_analytic_4b_xml:download', 'assets.ortho_analytic_8b:download', 'assets.ortho_analytic_8b_sr:download', 'assets.ortho_analytic_8b_xml:download', 'assets.ortho_udm2:download', 'assets.ortho_visual:download']","['basic_analytic_4b', 'basic_analytic_4b_rpc', 'basic_analytic_4b_xml', 'basic_analytic_8b', 'basic_analytic_8b_xml', 'basic_udm2', 'ortho_analytic_4b', 'ortho_analytic_4b_sr', 'ortho_analytic_4b_xml', 'ortho_analytic_8b', 'ortho_analytic_8b_sr', 'ortho_analytic_8b_xml', 'ortho_udm2', 'ortho_visual']","{'coordinates': [[[152.72338315532284, -31.684443105607546], [152.68044481946816, -31.857653342968405], [153.02113307419546, -31.91908495823903], [153.063592507558, -31.74524351800385], [152.72338315532284, -31.684443105607546]]], 'type': 'Polygon'}",20230730_225641_80_2455,"{'acquired': '2023-07-30T22:56:41.800233Z', 'anomalous_pixels': 0, 'clear_confidence_percent': 93, 'clear_percent': 100, 'cloud_cover': 0, 'cloud_percent': 0, 'ground_control': True, 'gsd': 3.7, 'heavy_haze_percent': 0, 'instrument': 'PSB.SD', 'item_type': 'PSScene', 'light_haze_percent': 0, 'pixel_resolution': 3, 'provider': 'planetscope', 'published': '2023-07-31T12:41:11Z', 'publishing_stage': 'finalized', 'quality_category': 'standard', 'satellite_azimuth': 283.8, 'satellite_id': '2455', 'shadow_percent': 0, 'snow_ice_percent': 0, 'strip_id': '6683199', 'sun_azimuth': 47, 'sun_elevation': 24.1, 'updated': '2023-08-01T14:07:19Z', 'view_angle': 1.6, 'visible_confidence_percent': 93, 'visible_percent': 100}",Feature
"{'_self': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230730_230436_36_2458', 'assets': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230730_230436_36_2458/assets/', 'thumbnail': 'https://tiles.planet.com/data/v1/item-types/PSScene/items/20230730_230436_36_2458/thumb'}","['assets.basic_analytic_4b:download', 'assets.basic_analytic_4b_rpc:download', 'assets.basic_analytic_4b_xml:download', 'assets.basic_analytic_8b:download', 'assets.basic_analytic_8b_xml:download', 'assets.basic_udm2:download', 'assets.ortho_analytic_4b:download', 'assets.ortho_analytic_4b_sr:download', 'assets.ortho_analytic_4b_xml:download', 'assets.ortho_analytic_8b:download', 'assets.ortho_analytic_8b_sr:download', 'assets.ortho_analytic_8b_xml:download', 'assets.ortho_udm2:download', 'assets.ortho_visual:download']","['basic_analytic_4b', 'basic_analytic_4b_rpc', 'basic_analytic_4b_xml', 'basic_analytic_8b', 'basic_analytic_8b_xml', 'basic_udm2', 'ortho_analytic_4b', 'ortho_analytic_4b_sr', 'ortho_analytic_4b_xml', 'ortho_analytic_8b', 'ortho_analytic_8b_sr', 'ortho_analytic_8b_xml', 'ortho_udm2', 'ortho_visual']","{'coordinates': [[[152.38704151620016, -31.635104120810396], [152.34511107167512, -31.807718315938065], [152.68515421958014, -31.868585501267734], [152.72727595009965, -31.695017259339693], [152.38704151620016, -31.635104120810396]]], 'type': 'Polygon'}",20230730_230436_36_2458,"{'acquired': '2023-07-30T23:04:36.362865Z', 'anomalous_pixels': 0, 'clear_confidence_percent': 96, 'clear_percent': 100, 'cloud_cover': 0, 'cloud_percent': 0, 'ground_control': True, 'gsd': 3.7, 'heavy_haze_percent': 0, 'instrument': 'PSB.SD', 'item_type': 'PSScene', 'light_haze_percent': 0, 'pixel_resolution': 3, 'provider': 'planetscope', 'published': '2023-07-31T06:11:26Z', 'publishing_stage': 'finalized', 'quality_category': 'standard', 'satellite_azimuth': 281.1, 'satellite_id': '2458', 'shadow_percent': 0, 'snow_ice_percent': 0, 'strip_id': '6682702', 'sun_azimuth': 45.8, 'sun_elevation': 25, 'updated': '2023-07-31T15:57:24Z', 'view_angle': 3.7, 'visible_confidence_percent': 96, 'visible_percent': 100}",Feature
"{'_self': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230730_230438_46_2458', 'assets': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230730_230438_46_2458/assets/', 'thumbnail': 'https://tiles.planet.com/data/v1/item-types/PSScene/items/20230730_230438_46_2458/thumb'}","['assets.basic_analytic_4b:download', 'assets.basic_analytic_4b_rpc:download', 'assets.basic_analytic_4b_xml:download', 'assets.basic_analytic_8b:download', 'assets.basic_analytic_8b_xml:download', 'assets.basic_udm2:download', 'assets.ortho_analytic_4b:download', 'assets.ortho_analytic_4b_sr:download', 'assets.ortho_analytic_4b_xml:download', 'assets.ortho_analytic_8b:download', 'assets.ortho_analytic_8b_sr:download', 'assets.ortho_analytic_8b_xml:download', 'assets.ortho_udm2:download', 'assets.ortho_visual:download']","['basic_analytic_4b', 'basic_analytic_4b_rpc', 'basic_analytic_4b_xml', 'basic_analytic_8b', 'basic_analytic_8b_xml', 'basic_udm2', 'ortho_analytic_4b', 'ortho_analytic_4b_sr', 'ortho_analytic_4b_xml', 'ortho_analytic_8b', 'ortho_analytic_8b_sr', 'ortho_analytic_8b_xml', 'ortho_udm2', 'ortho_visual']","{'coordinates': [[[152.355188867818, -31.76741282265586], [152.31310577734865, -31.94012057337536], [152.653576245149, -32.00100597332654], [152.69589917375998, -31.827436187824798], [152.355188867818, -31.76741282265586]]], 'type': 'Polygon'}",20230730_230438_46_2458,"{'acquired': '2023-07-30T23:04:38.461665Z', 'anomalous_pixels': 0, 'clear_confidence_percent': 96, 'clear_percent': 100, 'cloud_cover': 0, 'cloud_percent': 0, 'ground_control': True, 'gsd': 3.7, 'heavy_haze_percent': 0, 'instrument': 'PSB.SD', 'item_type': 'PSScene', 'light_haze_percent': 0, 'pixel_resolution': 3, 'provider': 'planetscope', 'published': '2023-07-31T06:11:06Z', 'publishing_stage': 'finalized', 'quality_category': 'standard', 'satellite_azimuth': 281.2, 'satellite_id': '2458', 'shadow_percent': 0, 'snow_ice_percent': 0, 'strip_id': '6682702', 'sun_azimuth': 45.8, 'sun_elevation': 24.9, 'updated': '2023-07-31T15:57:18Z', 'view_angle': 3.7, 'visible_confidence_percent': 80, 'visible_percent': 100}",Feature
"{'_self': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230726_233739_78_2438', 'assets': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230726_233739_78_2438/assets/', 'thumbnail': 'https://tiles.planet.com/data/v1/item-types/PSScene/items/20230726_233739_78_2438/thumb'}","['assets.basic_analytic_4b:download', 'assets.basic_analytic_4b_rpc:download', 'assets.basic_analytic_4b_xml:download', 'assets.basic_analytic_8b:download', 'assets.basic_analytic_8b_xml:download', 'assets.basic_udm2:download', 'assets.ortho_analytic_4b:download', 'assets.ortho_analytic_4b_sr:download', 'assets.ortho_analytic_4b_xml:download', 'assets.ortho_analytic_8b:download', 'assets.ortho_analytic_8b_sr:download', 'assets.ortho_analytic_8b_xml:download', 'assets.ortho_udm2:download', 'assets.ortho_visual:download']","['basic_analytic_4b', 'basic_analytic_4b_rpc', 'basic_analytic_4b_xml', 'basic_analytic_8b', 'basic_analytic_8b_xml', 'basic_udm2', 'ortho_analytic_4b', 'ortho_analytic_4b_sr', 'ortho_analytic_4b_xml', 'ortho_analytic_8b', 'ortho_analytic_8b_sr', 'ortho_analytic_8b_xml', 'ortho_udm2', 'ortho_visual']","{'coordinates': [[[152.43396552223513, -31.70185542350835], [152.3886429199543, -31.878664571714452], [152.7362424727253, -31.941973330232017], [152.78053090660475, -31.766237787458962], [152.43396552223513, -31.70185542350835]]], 'type': 'Polygon'}",20230726_233739_78_2438,"{'acquired': '2023-07-26T23:37:39.783534Z', 'anomalous_pixels': 0, 'clear_confidence_percent': 95, 'clear_percent': 100, 'cloud_cover': 0, 'cloud_percent': 0, 'ground_control': True, 'gsd': 3.8, 'heavy_haze_percent': 0, 'instrument': 'PSB.SD', 'item_type': 'PSScene', 'light_haze_percent': 0, 'pixel_resolution': 3, 'provider': 'planetscope', 'published': '2023-07-27T03:08:33Z', 'publishing_stage': 'finalized', 'quality_category': 'standard', 'satellite_azimuth': 97.2, 'satellite_id': '2438', 'shadow_percent': 0, 'snow_ice_percent': 0, 'strip_id': '6673580', 'sun_azimuth': 37.4, 'sun_elevation': 29.3, 'updated': '2023-07-27T10:00:19Z', 'view_angle': 5.1, 'visible_confidence_percent': 74, 'visible_percent': 100}",Feature
"{'_self': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230724_233721_56_248e', 'assets': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230724_233721_56_248e/assets/', 'thumbnail': 'https://tiles.planet.com/data/v1/item-types/PSScene/items/20230724_233721_56_248e/thumb'}","['assets.basic_analytic_4b:download', 'assets.basic_analytic_4b_rpc:download', 'assets.basic_analytic_4b_xml:download', 'assets.basic_analytic_8b:download', 'assets.basic_analytic_8b_xml:download', 'assets.basic_udm2:download', 'assets.ortho_analytic_4b:download', 'assets.ortho_analytic_4b_sr:download', 'assets.ortho_analytic_4b_xml:download', 'assets.ortho_analytic_8b:download', 'assets.ortho_analytic_8b_sr:download', 'assets.ortho_analytic_8b_xml:download', 'assets.ortho_udm2:download', 'assets.ortho_visual:download']","['basic_analytic_4b', 'basic_analytic_4b_rpc', 'basic_analytic_4b_xml', 'basic_analytic_8b', 'basic_analytic_8b_xml', 'basic_udm2', 'ortho_analytic_4b', 'ortho_analytic_4b_sr', 'ortho_analytic_4b_xml', 'ortho_analytic_8b', 'ortho_analytic_8b_sr', 'ortho_analytic_8b_xml', 'ortho_udm2', 'ortho_visual']","{'coordinates': [[[152.36718252518847, -31.769449078512267], [152.3237751366082, -31.945220792572268], [152.66893885720816, -32.00669404793684], [152.7117344055359, -31.83114427606306], [152.36718252518847, -31.769449078512267]]], 'type': 'Polygon'}",20230724_233721_56_248e,"{'acquired': '2023-07-24T23:37:21.564954Z', 'anomalous_pixels': 0, 'clear_confidence_percent': 95, 'clear_percent': 100, 'cloud_cover': 0, 'cloud_percent': 0, 'ground_control': True, 'gsd': 3.8, 'heavy_haze_percent': 0, 'instrument': 'PSB.SD', 'item_type': 'PSScene', 'light_haze_percent': 0, 'pixel_resolution': 3, 'provider': 'planetscope', 'published': '2023-07-25T09:04:53Z', 'publishing_stage': 'finalized', 'quality_category': 'standard', 'satellite_azimuth': 93.8, 'satellite_id': '248e', 'shadow_percent': 0, 'snow_ice_percent': 0, 'strip_id': '6669505', 'sun_azimuth': 37.5, 'sun_elevation': 28.7, 'updated': '2023-07-25T15:14:28Z', 'view_angle': 2, 'visible_confidence_percent': 80, 'visible_percent': 100}",Feature
"{'_self': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230719_225959_70_242d', 'assets': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230719_225959_70_242d/assets/', 'thumbnail': 'https://tiles.planet.com/data/v1/item-types/PSScene/items/20230719_225959_70_242d/thumb'}","['assets.basic_analytic_4b:download', 'assets.basic_analytic_4b_rpc:download', 'assets.basic_analytic_4b_xml:download', 'assets.basic_analytic_8b:download', 'assets.basic_analytic_8b_xml:download', 'assets.basic_udm2:download', 'assets.ortho_analytic_4b:download', 'assets.ortho_analytic_4b_sr:download', 'assets.ortho_analytic_4b_xml:download', 'assets.ortho_analytic_8b:download', 'assets.ortho_analytic_8b_sr:download', 'assets.ortho_analytic_8b_xml:download', 'assets.ortho_udm2:download', 'assets.ortho_visual:download']","['basic_analytic_4b', 'basic_analytic_4b_rpc', 'basic_analytic_4b_xml', 'basic_analytic_8b', 'basic_analytic_8b_xml', 'basic_udm2', 'ortho_analytic_4b', 'ortho_analytic_4b_sr', 'ortho_analytic_4b_xml', 'ortho_analytic_8b', 'ortho_analytic_8b_sr', 'ortho_analytic_8b_xml', 'ortho_udm2', 'ortho_visual']","{'coordinates': [[[152.54478859929176, -31.78000490436309], [152.50034454175258, -31.955470272410682], [152.8453556451576, -32.01808569336644], [152.8892240417942, -31.84367904961197], [152.54478859929176, -31.78000490436309]]], 'type': 'Polygon'}",20230719_225959_70_242d,"{'acquired': '2023-07-19T22:59:59.700174Z', 'anomalous_pixels': 0, 'clear_confidence_percent': 92, 'clear_percent': 100, 'cloud_cover': 0, 'cloud_percent': 0, 'ground_control': True, 'gsd': 3.8, 'heavy_haze_percent': 0, 'instrument': 'PSB.SD', 'item_type': 'PSScene', 'light_haze_percent': 0, 'pixel_resolution': 3, 'provider': 'planetscope', 'published': '2023-07-20T16:35:17Z', 'publishing_stage': 'finalized', 'quality_category': 'standard', 'satellite_azimuth': 97.3, 'satellite_id': '242d', 'shadow_percent': 0, 'snow_ice_percent': 0, 'strip_id': '6658530', 'sun_azimuth': 44.3, 'sun_elevation': 22.9, 'updated': '2023-07-21T00:57:53Z', 'view_angle': 5, 'visible_confidence_percent': 67, 'visible_percent': 100}",Feature
"{'_self': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230718_230041_89_24a8', 'assets': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230718_230041_89_24a8/assets/', 'thumbnail': 'https://tiles.planet.com/data/v1/item-types/PSScene/items/20230718_230041_89_24a8/thumb'}","['assets.basic_analytic_4b:download', 'assets.basic_analytic_4b_rpc:download', 'assets.basic_analytic_4b_xml:download', 'assets.basic_analytic_8b:download', 'assets.basic_analytic_8b_xml:download', 'assets.basic_udm2:download', 'assets.ortho_analytic_4b:download', 'assets.ortho_analytic_4b_sr:download', 'assets.ortho_analytic_4b_xml:download', 'assets.ortho_analytic_8b:download', 'assets.ortho_analytic_8b_sr:download', 'assets.ortho_analytic_8b_xml:download', 'assets.ortho_udm2:download', 'assets.ortho_visual:download']","['basic_analytic_4b', 'basic_analytic_4b_rpc', 'basic_analytic_4b_xml', 'basic_analytic_8b', 'basic_analytic_8b_xml', 'basic_udm2', 'ortho_analytic_4b', 'ortho_analytic_4b_sr', 'ortho_analytic_4b_xml', 'ortho_analytic_8b', 'ortho_analytic_8b_sr', 'ortho_analytic_8b_xml', 'ortho_udm2', 'ortho_visual']","{'coordinates': [[[152.61055365332277, -31.75761772329683], [152.56306802090072, -31.94271911269262], [152.92675719325436, -32.009082941724984], [152.97345088478605, -31.82526405397881], [152.61055365332277, -31.75761772329683]]], 'type': 'Polygon'}",20230718_230041_89_24a8,"{'acquired': '2023-07-18T23:00:41.891656Z', 'anomalous_pixels': 0, 'clear_confidence_percent': 92, 'clear_percent': 100, 'cloud_cover': 0, 'cloud_percent': 0, 'ground_control': True, 'gsd': 4, 'heavy_haze_percent': 0, 'instrument': 'PSB.SD', 'item_type': 'PSScene', 'light_haze_percent': 0, 'pixel_resolution': 3, 'provider': 'planetscope', 'published': '2023-07-19T12:51:53Z', 'publishing_stage': 'finalized', 'quality_category': 'standard', 'satellite_azimuth': 97.2, 'satellite_id': '24a8', 'shadow_percent': 0, 'snow_ice_percent': 0, 'strip_id': '6655311', 'sun_azimuth': 43.9, 'sun_elevation': 22.9, 'updated': '2023-07-19T18:57:37Z', 'view_angle': 4.8, 'visible_confidence_percent': 92, 'visible_percent': 100}",Feature
"{'_self': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230714_230012_14_24bf', 'assets': 'https://api.planet.com/data/v1/item-types/PSScene/items/20230714_230012_14_24bf/assets/', 'thumbnail': 'https://tiles.planet.com/data/v1/item-types/PSScene/items/20230714_230012_14_24bf/thumb'}","['assets.basic_analytic_4b:download', 'assets.basic_analytic_4b_rpc:download', 'assets.basic_analytic_4b_xml:download', 'assets.basic_analytic_8b:download', 'assets.basic_analytic_8b_xml:download', 'assets.basic_udm2:download', 'assets.ortho_analytic_4b:download', 'assets.ortho_analytic_4b_sr:download', 'assets.ortho_analytic_4b_xml:download', 'assets.ortho_analytic_8b:download', 'assets.ortho_analytic_8b_sr:download', 'assets.ortho_analytic_8b_xml:download', 'assets.ortho_udm2:download', 'assets.ortho_visual:download']","['basic_analytic_4b', 'basic_analytic_4b_rpc', 'basic_analytic_4b_xml', 'basic_analytic_8b', 'basic_analytic_8b_xml', 'basic_udm2', 'ortho_analytic_4b', 'ortho_analytic_4b_sr', 'ortho_analytic_4b_xml', 'ortho_analytic_8b', 'ortho_analytic_8b_sr', 'ortho_analytic_8b_xml', 'ortho_udm2', 'ortho_visual']","{'coordinates': [[[152.55202534837974, -31.654164545624106], [152.50448325812314, -31.840241947152133], [152.87050124834153, -31.906973177766133], [152.91686730428478, -31.721758928555325], [152.55202534837974, -31.654164545624106]]], 'type': 'Polygon'}",20230714_230012_14_24bf,"{'acquired': '2023-07-14T23:00:12.143103Z', 'anomalous_pixels': 0, 'clear_confidence_percent': 93, 'clear_percent': 100, 'cloud_cover': 0, 'cloud_percent': 0, 'ground_control': True, 'gsd': 4, 'heavy_haze_percent': 0, 'instrument': 'PSB.SD', 'item_type': 'PSScene', 'light_haze_percent': 0, 'pixel_resolution': 3, 'provider': 'planetscope', 'published': '2023-07-15T14:38:46Z', 'publishing_stage': 'finalized', 'quality_category': 'standard', 'satellite_azimuth': 97.3, 'satellite_id': '24bf', 'shadow_percent': 0, 'snow_ice_percent': 0, 'strip_id': '6648668', 'sun_azimuth': 43.6, 'sun_elevation': 22.5, 'updated': '2023-07-16T05:18:40Z', 'view_angle': 5.1, 'visible_confidence_percent': 75, 'visible_percent': 100}",Feature
